Input,Output
我开的是餐馆,不是旅馆
你们该不会在饭菜里下药了吧,这饭可以乱吃
这饭可以乱吃,话可不能乱讲
话可不能乱讲,我这是正经开店的
你是正经人啊,你失望啊
做吧,坐吧
再见,明玉
师傅您说,传闻 刘鎏金出高价要把你给挖过去
传闻 刘鎏金出高价要把你给挖过去,有这事吗
都是通过猎头公司找我,还有
还有,还有另外两家
还有另外两家,另外两家叫什么名字
我不想说,规矩啊 我知道
规矩啊 我知道,学的挺透彻的你
学的挺透彻的你,为什么要瞒着我
估计还是跟我开了两个老臣有关吧,说说
这把火是孙副总点的吧,动了他的人
动了他的人,他当然会不高兴
估计接下来他就该拿洪总的事情做文章了,这事我心里有数
这事我心里有数,好
好,先不说这事
先不说这事,柳青
柳青又怎么了,我听说他要入赘
我听说他要入赘,怎么回事
师傅对近期这些谣言是怎么看呀,有人啊 想要里应外合 来搞众诚哪
您是说孙副总,只要你们江南江北不动
只要你们江南江北不动,就出不了什么大事
师父,怎么
不是 我怕他使阴招,他使阴招 他这次使的阴招你接着了吗
他使阴招 他这次使的阴招你接着了吗,这以后啊 该带你经见的场面我会带你去的
您放心,这事你就不用再管了
这事你就不用再管了,回去好好休息
为什么,拿着
师傅 您这个干嘛,你的母亲过世这么大的事情
你的母亲过世这么大的事情,连我也不说
连我也不说,还当我是不是师傅
我主要是怕我说了会给别人添麻烦,我是别人吗
我是别人吗,拿着
拿着,去好好休息
去好好休息,什么事都不要管了
你放心吧 爸 赶紧睡,一共是680
六百八,菜钱是200
菜钱是200,服务费算480
服务费这么高,今天心情不太好
今天心情不太好,所以服务费收高一点
那也得等到你找到工作再说,Hey
Hey,今晚过来吃饭吗
你能送外卖吗,不送
那就算了,你把地址给我吧
我在外地 回来再给你结账可以吗,你家人啊
我有义务告诉你吗,我就只管赚钱
他要是不见我 我就一直在这等下去,有人吗
找谁呀,大叔 您好
大叔 您好,我是来给您送餐的
叫什么名,她叫 我不知道
瘦瘦的 挺漂亮的,对
对,挺漂亮的
那就是丽丽,丽丽
丽丽,大叔
大叔,你好
你好,来
谢谢啊,不好意思 大叔
不好意思 大叔,这桶我还得拿回去呢
那你稍微等一会,知道您胃不好
知道您胃不好,专门给您炖了鸡米粥
专门给您炖了鸡米粥,养胃的
全倒里边 全倒里边,还行吧
倒倒倒,味道还行把
真好吃,都是些好食材
都是些好食材,你要喜欢呢 我天天给您送
天天送 那得多少钱哪,钱的事你别担心
钱的事你别担心,有人帮你买单了
有人帮你买单了,您慢吃
您慢吃,我先走了啊
我要是能找到好工作我来你这干嘛,诶 大叔
你怎么才来呀,今天特别给你做了牛肉羹
快快,这牛肉羹 给你提升免疫力
这牛肉羹 给你提升免疫力,补充蛋白质的
好,怎么样
怎么样,牛肉羹还合胃口吗
这几天把我胃都给吃开了,您吃的开心最重要
叫什么名,都还没跟您自我介绍呢
都还没跟您自我介绍呢,我姓石 叫石天东
我姓石 叫石天东,叫我小石就好
我就给你打电话,太好了
太好了,来
来,这我名片
这我名片,上面有我电话
食荤者,我们店就叫食荤者
谁啊,大叔
大叔,我小石啊
我小石啊,给您送饭
你开不开门是吗,开不了
你等会啊,您没事吧
差点没砸死我,栓子掉了
栓子掉了,大叔
大叔,你们家有没有工具箱
你们家有没有工具箱,这个是 这个
这个是 这个,大叔有没有这种内六方啊
内六方,这种内的六角扳手
家里的工具都在这,要不我下去买吧
我去吧我去吧,不是
师傅,还知道我是你师傅
还知道我是你师傅,你去找洪总干什么
我想弥补过失,那天晚上我怎么跟你说的
但是,但是什么
但是什么,我现在说的话 你也不听了
我现在说的话 你也不听了,自己想干什么就干什么
自己想干什么就干什么,是不是
是不是,原本呢 我跟洪总约好了
原本呢 我跟洪总约好了,我们后天要到大溪地去打个球
我们后天要到大溪地去打个球,我顺便把那个合同重新谈一次
我顺便把那个合同重新谈一次,你这一去 把我所有的计划都打乱掉了
你这一去 把我所有的计划都打乱掉了,球 不用打了
球 不用打了,合约 也不用谈了
合约 也不用谈了,大姐 你替我省了机票钱
大姐 你替我省了机票钱,但我得让人家5个百分点
我没答应他,我知道你没答应他
我知道你没答应他,但是你这么一去 就是在示弱
但是你这么一去 就是在示弱,你当洪总是谁呀
你当洪总是谁呀,道个歉说声对不起
道个歉说声对不起,把自己给灌醉就解决了
把自己给灌醉就解决了,那天我已经亲自接待他了
那天我已经亲自接待他了,一两个亿的生意摆在他面前
一两个亿的生意摆在他面前,他会因为你一个销售不来而被左右吗
他会因为你一个销售不来而被左右吗,你是怎么了
你是怎么了,你没带脑子是不是
我真的不知道你已经,你不知道我知道
你不知道我知道,我知道鎏金它根本吃不下这个盘子
我知道鎏金它根本吃不下这个盘子,他说他要跟鎏金合作
他说他要跟鎏金合作,那是在放烟雾弹
那是在放烟雾弹,知道那天我为什么要请他到公司里面来谈吗
知道那天我为什么要请他到公司里面来谈吗,我就是要让他感受一下 我们公司的实力
我一直以为是我的过错,那是我跟他在互相较劲
那是我跟他在互相较劲,谁都不能表态
谁都不能表态,谁表态谁就输了
谁表态谁就输了,你知道你这么一去 你不是在替我解决问题
你知道你这么一去 你不是在替我解决问题,你是在 替我竖白旗
你是在 替我竖白旗,告诉他我蒙某人已经输了
告诉他我蒙某人已经输了,今天早上人家喜滋滋地来跟我谈合约
今天早上人家喜滋滋地来跟我谈合约,腰杆可硬了
腰杆可硬了,直接砍了5个点
直接砍了5个点,我能说 不行不行
我能说 不行不行,那个是我们明总的想法 不算数
那个是我们明总的想法 不算数,我能这样做吗
对不起,你跟了我那么多年 我的心思
你跟了我那么多年 我的心思,你一向最了解的 为什么在这个节骨眼上 你就跟不上节奏
你一向最了解的 为什么在这个节骨眼上 你就跟不上节奏,摸不到我的心思呢
摸不到我的心思呢,你最近变蠢了
你最近变蠢了,你知道吗
你知道吗,不对
不对,你最近的状态不对
你最近的状态不对,你得好好休息一下
你得好好休息一下,从明天开始
从明天开始,你那儿所有的合同 都必须经过我这 让我先过一眼
找你有事,你好
你 你是谁呀,我
爸 爸 爸,先别误会
先别误会,是这样
是这样,门坏了
门坏了,其实问题不大
其实问题不大,就缺一个内六方
就缺一个内六方,苏大叔去买了
你是物业的,我是给苏大叔送饭的
送饭你修门啊 你 你饭呢,饭在包里
用这包送饭啊 谁让你送的饭啊,丽丽
丽丽,我是她朋友
哦 是这样,先生
你先待会啊,是不是误会
这么着急去美国享福吗他,来了
你还好吧,想吃点什么吗
这件事全是我们家人不对,没事
没事,误会嘛
我把这几天的账给你结一下,这太多了
还有你的送餐费,我们店里是不外卖的
我们店里是不外卖的,就帮你送了几次
就帮你送了几次,你不用帮我特别开发业务
我不是那意思 我就觉得给你添麻烦了,所以是精神赔偿费 那太少
所以是精神赔偿费 那太少,上一次 我以为你有男朋友
上一次 我以为你有男朋友,这一次又差点误会你有老公
这一次又差点误会你有老公,受不了
走了,我煲了汤
我煲了汤,帮个忙 试试看味道
你能不拿苏家这点破事再来给我添堵了吗,其实 这事我好像也有点责任啊
其实 这事我好像也有点责任啊,我是不是应该要问清楚点再去送餐啊
我是不是应该要问清楚点再去送餐啊,你别生气
你别生气,我是想说
我是想说,会不会因为我 害得你和你家人闹不愉快
要是没问题我就按这个执行了,你这一早来 就为了跟我说这些
你这一早来 就为了跟我说这些,昨天一宿没睡是吧
您再相信我一次,我当然相信你
我当然相信你,但你也不应该把工作当作你生活的全部啊
但你也不应该把工作当作你生活的全部啊,别太给自己那么大的压力
别太给自己那么大的压力,该休息的时候你就要休息
该休息的时候你就要休息,美国还没去过吧
美国还没去过吧,正好
正好,今年企业家交流会轮到咱们公司做东
今年企业家交流会轮到咱们公司做东,我没法去
我没法去,你代我去
这不合适吧师傅 现在正是布局西南战略的紧要关头,当然了 这每一笔生意都很重要
当然了 这每一笔生意都很重要,但你一天能做的完吗
但你一天能做的完吗,好了
好了,好了
好了,你把你手边的工作都全放下
你把你手边的工作都全放下,出去开开眼界
出去开开眼界,然后充充电 换个脑子
然后充充电 换个脑子,我老了 跟不上时代
我老了 跟不上时代,只能指望你们这些年轻人
只是我这一走 那江南一大摊事呢,这我会安排的
这我会安排的,你不用操心
你不用操心,别多想了
别多想了,让你去美国呢 是为你好
让你去美国呢 是为你好,明天我叫小汪把资料给你送过去
明天我叫小汪把资料给你送过去,你准备准备 正好趁这个机会 边学习边考察
你准备准备 正好趁这个机会 边学习边考察,然后边玩
然后边玩,回来的时候 有的你忙的呢
找找清楚的人说去,你在这干嘛
赚钱养活我自己,你故意气我是不是
你故意气我是不是,街坊邻居 亲戚朋友都知道你在这工作
街坊邻居 亲戚朋友都知道你在这工作,你不要脸 我还要脸
我会还你的,你觉得你这样很有志气
你觉得你这样很有志气,是不是
是不是,等你在外头混不下去了
等你在外头混不下去了,你可别回家求我
也比在那个家里受委屈的强,我再跟你说一遍
我再跟你说一遍,赶紧把这个工作给我辞了
赶紧把这个工作给我辞了,马上给我回家
马上给我回家,听见没有
你就当从来没有过我这个人吧,你跟我回去
你平时不看电视啊,今天想看啊
哦 你也看这个,这怎么了
我洗,大叔
小石,您说
我想带客人去你那儿吃饭,没问题啊
小石,哎 大叔
给我做个汤,汤啊 好
汤啊 好,要排骨汤还是鱼汤
随便 有肉就行,行
Yeah,怎么了
怎么了,怎么了
最好的最好的 今天大叔高兴,什么事这么高兴
挣钱,挣钱
你这个店一年能挣多少钱哪,啊不多 但就扣掉成本
啊不多 但就扣掉成本,正常生活的还 还过得去
正常生活的还 还过得去,怎么了
脑筋应该灵光一点,我脑筋不灵光啊？
这个套路不对,套路不对？
把你开店的钱 拿出一部分来做理财呀,做理财
那钱哗哗哗就进来了,不 这理财
不 这理财,我还真不懂
我还真不懂,没那么容易吧
嘿嘿,大叔 看样子你现在是在理财了
大叔 看样子你现在是在理财了,小石
大叔现在做的这个理财啊 公司叫豪富理财,豪富理财
不久你就发了,大叔 我能方便问一下
大叔 我能方便问一下,您大概
您大概,投了多少进去吗
1万出头,1万出头
1万出头,那也挺多的
有投好几万的呢 十几万的都有,你现在这理财
你现在这理财,家里人知道吗
大叔带你入入门,我，我真的就只会做菜
我，我真的就只会做菜,我没办法理财
饿了 饿了 饿了,行 大爷
但你得配合我,老孙
老孙,这恒天财富下午有一个会员活动
这恒天财富下午有一个会员活动,咱们去打个球
咱们去打个球,听说你最近
听说你最近,破80了
等您好久了,不是 你刚回来你不倒倒时差
不是 你刚回来你不倒倒时差,你在这儿等我干什么
你要有事 那咱们就改天吧,不用不用不用
不用不用不用,没事
没事,有什么事 赶紧说
您过目一下,我以为什么事 这我不用看
我以为什么事 这我不用看,我知道你分析得没有错
我知道你分析得没有错,这是你的强项
这是你的强项,但是你看到的 这只是这三个月的问题
但是你看到的 这只是这三个月的问题,你的眼光会不会太浅了一点
你的眼光会不会太浅了一点,长远地来说
长远地来说,监理机制它不仅能规范公司管理制度
监理机制它不仅能规范公司管理制度,也能加强员工自身建设
也能加强员工自身建设,所以这事不用再议了
所以这事不用再议了,必须一竿子插到底
必须一竿子插到底,你和江北好好配合
可是,好 不要再说了
师傅,喂 明玉啊
喂 明玉啊,什么事
我想见您 单独,我明天要飞武汉
我明天要飞武汉,等我回来再说吧
请您务必给我10分钟,又要跟我谈孙副总的事 是不是
是的,我知道你要说什么
我知道你要说什么,任何捕风捉影的事
任何捕风捉影的事,没有证据就别聊了
没有证据就别聊了,聊了也没意思
师傅,好 我在忙
我昨天跟您说那件事已经找到实证了,什么证据
一会我去机场 当面跟您说吧,三点以前啊
好的,你好
你好,这里有一家投资理财公司
这里有一家投资理财公司,搬了吗
但是好几天都没人了,好几天没看到人
辛苦了,下次记得接电话啊 姐
叫仙女,走了
师傅,你这一下午跑哪去了
你这一下午跑哪去了,怎么都不接电话呢
怎么都不接电话呢,不是说要见我吗
我 我家里临时有点急事,什么事
什么事,所以又不能说是吧
所以又不能说是吧,你玩这个玩到我头上来了
对不起了 师傅,明玉
明玉,今天可是你死乞白赖说非要跟我见个面的
今天可是你死乞白赖说非要跟我见个面的,你到底想跟我说什么
你到底想跟我说什么,你说清楚啊
问题是 老樊现在是鎏金的人,这也不能说明什么
这也不能说明什么,见个老部下而已啊
所以我怀疑,和谁见面 在哪见面
和谁见面 在哪见面,有证据吗
所以没拍到证据,跟丢了
跟丢了,你跟我说这些干什么啊
你跟我说这些干什么啊,没证据那就别说了
没证据那就别说了,等了你一下午 害我差点误机了
但是我,我这一手带你呀
我这一手带你呀,就因为你有一颗赤子之心
就因为你有一颗赤子之心,你现在这个状态是越跑越偏了
你现在这个状态是越跑越偏了,整天搞那些勾心斗角的事儿
整天搞那些勾心斗角的事儿,你在干嘛你
你在干嘛你,真是
比我吃10顿饭都强啊,你爸爸住院了
我们家事情跟你有什么关系 我们家事情跟我也没有关系,我还是得告知一下你吧 那么大的事
你错了没有,我错了
那要怎么办,你说怎么办呗
给我拿两瓶酒过来,你 你真的喝多了
你 你真的喝多了,别喝了
我要把你拉黑,小石
帅哥 贵姓啊,姓石
加个微信啊,你有我微信啊
你叫什么名字,石天冬
厨子,厨子怎么啦
厨子怎么啦,做菜不合你胃口啊
说实话 菜没有人好吃,呵呵
呵呵,菜没有人好吃
菜没有人好吃,那你还天天来
明天见,大 大姐
大 大姐,你又想怎么样
我想吐啊,现在
帅哥 回家好不好,姐 我是代驾
开车,是 老板
买昨晚的单,醒了
醒了,昨晚的单就不用了
昨晚的单就不用了,反倒是我还要跟你收代驾费
反倒是我还要跟你收代驾费,你昨晚把我当代驾
你昨晚把我当代驾,我还送你回家你知道吗
你在我们家干嘛乱动东西啊,你说那小房子啊
对呀,我看它散在那
我看它散在那,手痒把它拼起来不行啊
你剥夺了别人乐趣 你知不知道啊,行行行
你还干嘛了,我还能干嘛
我还能干嘛,你都那样了
我哪样了,那样
也是啊 你们正经人是不会乘人之危的,怎么听起来有点失望
好失望啊,要不你再给我一次机会
没机会了,行
行,那我做饭请你吃
不想吃,也是 反正我这的菜不合你胃口
谁说的,你呀 你昨晚说来我这不是为了吃饭
你呀 你昨晚说来我这不是为了吃饭,是因为我长得帅
我会说这么没水平的话,正确来说
正确来说,你是讲
你是讲,人比菜好吃
那她就不是人,老人家一下损失那么多钱
老人家一下损失那么多钱,心里肯定不舒服的
心里肯定不舒服的,你要是为了他身体好
你要是为了他身体好,还是得替他想想办法
我给他6万块钱,你给他钱也解决不了他的心病啊
他现在得这病不就因为钱吗,他的心病是因为他一直惦记他被人骗
那我就没辙了,要不 要不你跟他说这案子破了
要不 要不你跟他说这案子破了,公安把钱追回来了
下次还得被骗,不是 每一个人都有犯糊涂的时候
不是 每一个人都有犯糊涂的时候,年轻人都会被骗了
年轻人都会被骗了,何况他还是老人家
何况他还是老人家,老年人通常被骗 都是因为孤独 挺可怜的
老年人通常被骗 都是因为孤独 挺可怜的,而且 父母卸下父母这个身份
而且 父母卸下父母这个身份,其实就普通人 每个人都会有这样那样的问题
其实就普通人 每个人都会有这样那样的问题,犯这样那样的错
犯这样那样的错,我们也不是完美的儿女啊 是吧
我们也不是完美的儿女啊 是吧,家人还是要互相地宽恕 体谅
我是仙女啊,你是 你是仙女
你是 你是仙女,但你可以当一个 更有爱的仙女
但你可以当一个 更有爱的仙女,既然你要给他钱
既然你要给他钱,再用一些别的方法
再用一些别的方法,不是也能够顺便医到他的心病吗
不是也能够顺便医到他的心病吗,这不是挺好的吗
多此一举,你就试试看嘛
你得再说一遍,怎么走了
她有事啊 那可不走了吗,那后面还俩菜 上不上
上啊,这吃得完吗
胃口就大开,什么事心情这么好
就我那案子破了,哦
哦,真的
真是不好意思啊,没有没有 虚惊一场
那俩菜呢 快点啊,好
好,真的啊 待会吃完啊
行吗,想好要吃什么了吗
你觉得我是个什么样的人,你是一个
你是一个,漂亮的女人
漂亮的女人,成功又漂亮的女人
一个人渣,一个坏人
一个坏人,一个人渣
一个人渣,不会说自己是坏人或人渣
你还敢说我不是个人渣吗,那他现在怎么样
不知道,你也先别往坏处想 这 事情先往好处想
一切都完了,你知道在意大利有一个小镇叫摩德纳
你知道在意大利有一个小镇叫摩德纳,专门产帕马森干酪的
专门产帕马森干酪的,在12年的时候
在12年的时候,意大利发生了一场很严重的地震
意大利发生了一场很严重的地震,有很多的钟楼啊 历史性的建筑都倒塌了
有很多的钟楼啊 历史性的建筑都倒塌了,包括很多的起司工厂
包括很多的起司工厂,那个时候起司工会去找了一个主厨
那个时候起司工会去找了一个主厨,跟他说 有将近36万个起司受到严重的损伤
跟他说 有将近36万个起司受到严重的损伤,后来这个主厨他想了一道菜叫做risotto captual pepper
后来这个主厨他想了一道菜叫做risotto captual pepper,他想用这道菜呢 让全世界所有的人都会做
他想用这道菜呢 让全世界所有的人都会做,当时从日本、伦敦到纽约
当时从日本、伦敦到纽约,全世界将近有4万人都在做这道菜
全世界将近有4万人都在做这道菜,那个时候
那个时候,卖出了36万个
然后呢,没有人因为这件事失去掉工作
那跟我的事情有什么关系啊,这
这,没关系
没关系,我就想跟你说
我就想跟你说,我会做这道菜
我会做这道菜,先吃饱嘛
先吃饱嘛,身体是革命的本钱
身体是革命的本钱,好吗
好吗,好
好,我今天就做这道 risotto captual paper
你好,我是给你们送餐的
我是给你们送餐的,这个是大人的
这个是大人的,这给你的
这给你的,这是孩童餐
这是孩童餐,应该是给小咪的
你知道她叫小咪,我常听明玉说
石老板,你好
说她经常在你那吃饭,这几天我都会来给你们送
这几天我都会来给你们送,如果有什么需要你再跟我说
谢谢,好 拜拜
辛苦了,刚给你大嫂送饭去了
刚给你大嫂送饭去了,给宝宝做了一个海鲜土豆泥
给宝宝做了一个海鲜土豆泥,你吃了吗
主要是也不饿 也不知道吃什么好,要不你下班来我这吧
我还没,先吃吧 吃完再打
我是不是老了呀,是
是,是啊 知道老了就好
你是不是嫌我老,多吃点
多吃点,补充一下营养
咱俩怎么就凑一块了呢,可能看上我外表吧
估计也是一把好手,谢了啊
谢了啊,我可不想像你这么累
我可不想像你这么累,忙的连饭都吃不上
那你就想干一辈子厨子,当厨子怎么不好了
当厨子怎么不好了,人生这么短
人生这么短,用自己喜欢的
用自己喜欢的,方式过一生 不是挺好的吗
努力赚钱,姐 你缺钱吗
叫仙女,仙女
仙女,你现在做的 已经不只是养家糊口了
你现在做的 已经不只是养家糊口了,何必为了钱放弃你的生活
我为了梦想啊,什么梦想
躺在一堆钱上数钱,好无聊
好有趣,有钱人也是有有钱人的烦恼的
钱可比男朋友 更能给我带来安全感,人啊 还是要活在当下
人啊 还是要活在当下,开心最重要
要不然我建议你去看精神科你 傻瓜,小姐 这款拿出来我看看
我拿出来给你看看,行 就这条
行 就这条,麻烦你给包起来
你等会儿别激动,生日快乐
真幸福,恭喜你升职
还没宣布,宣不宣布不就是个形式吗
你要是我老板该多好,努力总会有回报
努力总会有回报,接下来好好干
接下来好好干,那我先走了
还有我两个好朋友,今天吗 好吧
今天吗 好吧,我尽量
我给你电话,好
好,我先走了
我先走了,电话联系
待会咱们三个想想办法,甜甜呢
甜甜呢,睡了
睡了,早点休息吧
早点休息吧,你等等
你等等,你对公司员工挺好的
你对公司员工挺好的,我看电视了
我看电视了,我看电视了
我看电视了,全中国的人
全中国的人,全中国的人估计都看到了
全中国的人估计都看到了,又吃火锅
又吃火锅,又做足疗
又做足疗,真惬意
真惬意,你还好意思说
你还好意思说,可是有一件事我没明白
可是有一件事我没明白,记者怎么一开始说是你女朋友过生日
记者怎么一开始说是你女朋友过生日,你问我
你问我,我还想问你呢
我还想问你呢,你放心
你放心,早晚有一天我会把这事弄明白的
早晚有一天我会把这事弄明白的,周芳 不就是一条项链吗
周芳 不就是一条项链吗,弄成现在这个样子你很开心吗
弄成现在这个样子你很开心吗,老婆 咱俩好好谈谈好吗
老婆 咱俩好好谈谈好吗,谈什么你想干什么
谈什么你想干什么,你看看你
你看看你,为什么总是这个样子
为什么总是这个样子,咱们俩是夫妻 两口子
咱们俩是夫妻 两口子,我们之间需要必要的沟通和交流
我们之间需要必要的沟通和交流,为什么总是要吵架呢
为什么总是要吵架呢,说真的 最近我总是想起以前我们一起租住在十几平米的小平房里的日子
说真的 最近我总是想起以前我们一起租住在十几平米的小平房里的日子,那个时候多开心
那个时候多开心,咱俩一下班什么事都不干
咱俩一下班什么事都不干,第一时间都是回到家里
第一时间都是回到家里,一起买菜
一起买菜,一起做饭
一起做饭,一起刷碗
一起刷碗,那个时候我们过得多幸福
那个时候我们过得多幸福,你看看现在
你看看现在,我们什么都不缺
我们什么都不缺,大房子
大房子,我们还有宝贝女儿
我们还有宝贝女儿,但是我们之间像原来那样子的 相濡以沫的夫妻感觉 反而倒越来越少了
但是我们之间像原来那样子的 相濡以沫的夫妻感觉 反而倒越来越少了,你有没有想过这是为什么
你有没有想过这是为什么,我也不知道怎么回事
我也不知道怎么回事,你知不知道我每次一想到你在那些饭局上
你知不知道我每次一想到你在那些饭局上,肯定又会认识那些年轻漂亮的女孩
肯定又会认识那些年轻漂亮的女孩,我一想到这个
我一想到这个,我心里就特难受
我心里就特难受,找到病根了
找到病根了,什么病根啊
什么病根啊,你说我该怎么办
你说我该怎么办,这很好办
这很好办,你看你现在也不用工作是吧
你看你现在也不用工作是吧,每天在家里你可以看看书
每天在家里你可以看看书,听听音乐
听听音乐,学插花
学插花,或者报个书法班学学画画
或者报个书法班学学画画,既可以打发时间
既可以打发时间,也可以陶冶情操
也可以陶冶情操,还能提高自己的个人修养
还能提高自己的个人修养,这不好吗
这不好吗,哟哟
哟哟,彭永辉 你终于说到你想说的了是吧
彭永辉 你终于说到你想说的了是吧,你终于
你终于,说到点上了是吧
说到点上了是吧,我修养怎么了
我修养怎么了,谁修
谁修,养好 你找谁去
养好 你找谁去,当年求我嫁给你的时候
当年求我嫁给你的时候,你怎么不嫌我修养不好了
你怎么不嫌我修养不好了,现在好了我老了
现在好了我老了,我黄脸婆了
我黄脸婆了,我没修养了
我没修养了,是不是
是不是,不可理喻
吃饭啊,他辞职了
他辞职了,升职的事没成
升职的事没成,难怪他给我打电话说他心情不太好
他最近是挺失落的,这样
这样,我今天
我今天,我找他聊聊去
其实我今天来找你是有别的事,你说
你说,小北
小北,我知道你是王媛最好的朋友
我知道你是王媛最好的朋友,你是王媛的朋友
你是王媛的朋友,就是我的朋友
就是我的朋友,尽管说不管什么事情
尽管说不管什么事情,只要我能做到的
只要我能做到的,我一定尽力
他现在挺需要钱,王媛家的生活情况我比较了解
王媛家的生活情况我比较了解,我以前想过在经济上资助他
我以前想过在经济上资助他,但是王媛挺倔
但是王媛挺倔,我只要一跟他提钱
我只要一跟他提钱,他就跟我急
更别说你了,你说怎么办
王媛现在 正在着急找工作,这个事情我以前考虑过
这个事情我以前考虑过,我也跟他提过
我也跟他提过,我希望他大学毕业之后来我公司工作
我希望他大学毕业之后来我公司工作,我的公司缺人
我的公司缺人,而且王媛工作能力强
而且王媛工作能力强,办事很认真
办事很认真,但我跟他提了好多次
但我跟他提了好多次,也都被他拒绝了
没准现在你跟他提他会答应,我试试看
我试试看,希望她能同意
去医院自己把手术给做了,小北
小北,谢谢你
谢谢你,这些事情如果你不提
这些事情如果你不提,我压根就不知道
他最信任的人就是你 你也算他最亲的人了,小北 你放心
小北 你放心,我会尽力帮助他
要不然他会生气,我知道
我知道,我不会告诉他的
我就挂了,怎么 心情不太好
说呀,还是以前我们提过的事情
还是以前我们提过的事情,我想让你来我的公司帮我的忙
小北找过你吧,没有
没有,是我的一个朋友说的
是我的一个朋友说的,大家都离得很近
大家都离得很近,职场上有什么消息
职场上有什么消息,就会传开的
就会传开的,我知道你在原来的公司
我知道你在原来的公司,干的很不开心
我辞职了,我最近也是公司里头一团糟
怎么了,跑了很多大客户
Customer relationship management简称CRM就是一种客户关系的维护系统,我不知道 我这几年 充电严重不够
我不知道 我这几年 充电严重不够,知识结构都很落伍
知识结构都很落伍,王媛 来我的公司帮我 顺便把我的公司的管理系统做下改革
真的希望我去你公司吗,当然了
当然了,你人这么好
你人这么好,工作态度认真
工作态度认真,能力又强
能力又强,像这样的人才我上哪去找
像这样的人才我上哪去找,好
好,你不用着急做决定
你不用着急做决定,先考虑考虑
但是你不能生气,你说
我替他们向你赔礼道歉,不用 你转告他们俩
不用 你转告他们俩,我想请他两吃饭
我想请他两吃饭,真的 你不知道 就从那天以后 我的公司变了
真的 你不知道 就从那天以后 我的公司变了,公司上下空前团结
公司上下空前团结,干劲十足
干劲十足,以前员工上班每个人都愁眉苦脸的
以前员工上班每个人都愁眉苦脸的,就从那天之后都变了
就从那天之后都变了,每个人上班都是眉开眼笑
每个人上班都是眉开眼笑,替我转达他们俩
替我转达他们俩,说真心诚意的想聘请他们俩作为我们公司的高级顾问
肯定比我干得好,不行
不行,那样的话 我的公司会变成足疗城火锅城
那样的话 我的公司会变成足疗城火锅城,吃啊
吃啊,最近家里还挺好的
最近家里还挺好的,王媛
王媛,我希望你什么事情都不要瞒着我
我希望你什么事情都不要瞒着我,好吗
没什么,我比你大
我比你大,我是你的哥哥
我是你的哥哥,我有责任帮你分担一切
我答应你,答应我什么
去你公司啊,真的
真的,这次怎么这么痛快就答应了
这次怎么这么痛快就答应了,以前我请过你很多次
以前我请过你很多次,你都下不了决心的
突然之间想开了,庆祝一下
我明天就到公司报到,王媛
王媛,不用这么着急
不用这么着急,你好几年没有休年假了
你好几年没有休年假了,休息几天
我正好可以去熟悉一下环境,好吧
好吧,随你了
我先回去了,等一下 这个给你
你这是干什么,拿着
我不能随便拿你的钱,这个钱不算我借给你的
这个钱不算我借给你的,也不是我给你的
也不是我给你的,就算是你提前从我公司预支的工资
就算是你提前从我公司预支的工资,先拿回家应急用
你怎么知道我家里,我可是个消息灵通人士 你记着
我可是个消息灵通人士 你记着,凡是钱能解决的问题都不是什么大问题
谢谢,别客气
别客气,早点回家休息
开车小心,好了
好了,拜拜
怎么了,我心情不好
心情不好啊,我跟你说点事
看你最近不对劲,我跟你说点事
我跟你说点事,你可千万别跟别人说
你跟我说说,我前天不是过生日
我前天不是过生日,老彭送我个生日礼物
老彭送我个生日礼物,你猜是啥
啥,笔
你知不知道这么多年我们家老陈 生日礼物 根本不送,问题是他一开始要送我的是项链
问题是他一开始要送我的是项链,你知道吗
你知道吗,然后我还从他兜里翻出两张发票来
然后我还从他兜里翻出两张发票来,其中一张就是项链
你搞没搞错,骗你干啥
我看看来,你看看
老彭外面有人了,不可能
不可能,老彭不是那种人
你自己琢磨琢磨 晚上没有回家的时候,那倒没有
那倒没有,他平时除了应酬就是回家吃饭
他平时除了应酬就是回家吃饭,他应酬跟平时也一样
你傻 这事得查,咋查
不然我才不稀管呢,你快说你急死我了
让他查查,不行
不行,这事让人知道了多丢人
你自己琢磨,你让我想想
何苦要去相亲,倒是接电话 干嘛不接 女的吧
倒是接电话 干嘛不接 女的吧,周芳
周芳,你别成天疑神疑鬼的好吗
你别成天疑神疑鬼的好吗,一有女的给我打电话
一有女的给我打电话,发短信 就神经兮兮刨根问底的
发短信 就神经兮兮刨根问底的,这样干有意思吗
这样干有意思吗,周芳 你能不能正常点
周芳 你能不能正常点,别把自己整的跟泼妇一样
别把自己整的跟泼妇一样,好不好
好不好,我泼妇
我泼妇,我泼妇是吧
我泼妇是吧,行 彭永辉
行 彭永辉,我今天倒让你看看什么是泼妇
我今天倒让你看看什么是泼妇,电话拿来
电话拿来,电话拿过来
电话拿过来,你把电话给我
你把电话给我,你想打电话是吗
你想打电话是吗,给 你打
给 你打,你打
你打,你打
你打,你打
你找我,坐
坐,怎么样
争取早点开始工作,慢慢来
慢慢来,别着急
下周艾瑞公司的提案交给我来做,这个客户很难缠
这个客户很难缠,这也是我们公司最后一次机会
这也是我们公司最后一次机会,你刚来对工作还不熟悉
你刚来对工作还不熟悉,时间恐怕有点紧
我有信心,回去认真研究一下
回去认真研究一下,王媛
王媛,家里怎么样
家里怎么样,有什么困难尽管跟我提
