Input,Output
你等着瞧,现在不晕了
快快给我揉揉,我不揉死你
这英语分就不用考那么高了,你快给我闭嘴
你快给我闭嘴,你是不是脑子进水了
你是不是脑子进水了,向来都知道
向来都知道,英语满分试卷多的是
英语满分试卷多的是,你听过哪个人的语文得满分呢
你听过哪个人的语文得满分呢,就听周佳成在那胡说八道
就听周佳成在那胡说八道,你是不是被他洗脑
我听了那么几句,你有几个同事从国外回来
你有几个同事从国外回来,不就周佳成一个一个小丫头
不就周佳成一个一个小丫头,自己大学没毕业
自己大学没毕业,跟这胡说八道的你就当宝典了
我要是当宝宝典我要练练葵花宝宝典,我告诉你
我告诉你,你以后要再跟有事瞒着我
你以后要再跟有事瞒着我,我真让你练成葵花宝典
佳妮,主任
今年是太糟糕了,怎么了
你说这怎么办,主任您也别着急了
主任您也别着急了,要不我就替他们加个班
太好了那可是你刚下夜班,没事
没事,我昨天晚上正好也眯瞪了一会
我昨天晚上正好也眯瞪了一会,喝杯咖啡就行了
喝杯咖啡就行了,没事
你是我们社区医院专业最好最认真工作的医生,给我戴高帽
是像你这么优秀的医生肯定有上升的空间,谢谢主任
我先走了,我去收拾收拾
我去收拾收拾,佳妮，下班啦，走吧
佳妮，下班啦，走吧,早饭先吃点还热
早饭先吃点还热,我这里临时有事了
我这里临时有事了,怎么了
怎么了,没有我们单位内科的医生
没有我们单位内科的医生,还有好多家里都有事的来不了的来检查团
还有好多家里都有事的来不了的来检查团,我刚才跟主任说了
我刚才跟主任说了,我得临时
我得临时,加个班
加个班,这还
这还,这刚上完夜班又让人连轴转
这刚上完夜班又让人连轴转,让人活谁
让人活谁,我跟他说
我跟他说,行
行,你别在这嚷嚷
你别在这嚷嚷,跟你说
跟你说,这不是临时吗
这不是临时吗,紧急情况军令如山知道吗
紧急情况军令如山知道吗,这累死人了
这累死人了,我告诉你
我告诉你,刚才我们主任说了去社康中心的名单下来了
刚才我们主任说了去社康中心的名单下来了,我白投一个人
我白投一个人,真假的别忽悠你吧
真假的别忽悠你吧,怎么会忽悠我呢，再说工作重要不是为了当官
怎么会忽悠我呢，再说工作重要不是为了当官,身体更重要咱不缺那两钱
身体更重要咱不缺那两钱,行了你快赶紧回去带琴琴上奶奶家
行了你快赶紧回去带琴琴上奶奶家,晚上我下了班上那找你去吧去
晚上我下了班上那找你去吧去,你赶紧吃啊
你赶紧吃啊,谢谢
谢谢,琴琴回来啦
琴琴回来啦,怎么了这么不高兴什么事
没事,到底怎么了
就把我给牵扯进来了,没事
没事,小朋友闹矛盾用不了三天就好了
小朋友闹矛盾用不了三天就好了,没关系
没关系,快洗手去吧准备吃饭
快洗手去吧准备吃饭,社康医院的事已经发榜了
社康医院的事已经发榜了,怎么样
怎么样,还能怎么样
还能怎么样,录取的是另外一个人
录取的是另外一个人,你们主任不是答应你了吗
你们主任不是答应你了吗,有什么用啊
有什么用啊,说好了有什么用
说好了有什么用,你都没看到
你都没看到,就是一个小屁孩连个持针器都拿不好
就是一个小屁孩连个持针器都拿不好,你说他能选上了
你说他能选上了,明眼人都能看出这里边有猫腻
明眼人都能看出这里边有猫腻,也就是我傻了吧唧的打报告打申请的
也就是我傻了吧唧的打报告打申请的,一天有加班加点的有什么用
一天有加班加点的有什么用,你就算拿个大学文凭也抵不过人上头有人
你就算拿个大学文凭也抵不过人上头有人,别难过了
别难过了,我知道你们单位这破事儿确实搓火
我知道你们单位这破事儿确实搓火,可咱能怎么着
可咱能怎么着,也没辙是吧
也没辙是吧,这么些年
这么些年,你全都靠你自己
你全都靠你自己,我也帮不上什么忙
我也帮不上什么忙,你说你在单位受这么大委屈
你说你在单位受这么大委屈,我还跟你这儿掰扯
我还跟你这儿掰扯,还在这儿跟你较劲
还在这儿跟你较劲,我觉着挺没意思的
我觉着挺没意思的,就连琴琴都知道心疼自个的妈
就连琴琴都知道心疼自个的妈,你说我还跟自个媳妇在这
你说我还跟自个媳妇在这,你别跟我一般见识
你别跟我一般见识,这么多年你都拼命工作
这么多年你都拼命工作,我知道你是为了咱家那个日子过得好一点
我知道你是为了咱家那个日子过得好一点,平时我说你太要强
平时我说你太要强,实际上我是心疼你
实际上我是心疼你,我怕你累着
我怕你累着,真的说实话
真的说实话,我恨不得我多拉几趟活
我恨不得我多拉几趟活,我也不想让我媳妇就为了去一个什么社康中心去
我也不想让我媳妇就为了去一个什么社康中心去,那结果还当牛做马
那结果还当牛做马,还要看人脸色受人嫌弃
还要看人脸色受人嫌弃,凭什么呀
凭什么呀,我媳妇谁都不能欺负
我媳妇谁都不能欺负,就你欺负我
就你欺负我,我错了
我错了,我这不是来的道歉了吗
我这不是来的道歉了吗,错了
错了,我这人可能没多大志向
我这人可能没多大志向,我就觉得老婆孩子热炕头挺好的
我就觉得老婆孩子热炕头挺好的,可能你们觉得没什么出息是吧
可能你们觉得没什么出息是吧,我可没这么说
我可没这么说,我觉得你说的挺好的
我觉得你说的挺好的,那你就不生气啦
那你就不生气啦,那一天我给你做个按摩
那一天我给你做个按摩,心情不好不愿意开玩笑
心情不好不愿意开玩笑,正规按摩
正规按摩,你想哪去了
你想哪去了,我还没吃饭
我还没吃饭,我给你留了
我给你留了,我就给你拿去
我就给你拿去,你等会
你等会,我自己去吃去
我自己去吃去,你就坐着坐着我去给你拿着
你就坐着坐着我去给你拿着,不要
不要,我给你拿来
我还有点事,觉得今天蒋老师说的那话是不是话里有话
觉得今天蒋老师说的那话是不是话里有话,他不是说什么
他不是说什么,青春期再这样下去就什么来着
回头我跟朵朵交流交流,他不会说朵朵早恋
他不会说朵朵早恋,早恋
他才几岁,14搁过去14岁嫁人了
14搁过去14岁嫁人了,真的你看看到最近上课心神不宁是吧
真的你看看到最近上课心神不宁是吧,老师反映成绩摆在那成绩下滑
老师反映成绩摆在那成绩下滑,情绪又不稳定
情绪又不稳定,对我们爱理不理
对我们爱理不理,她有时候还臭打扮
早恋是你说的这样的,还用查吗
说大家都喜欢一帅哥是吗,什么帅哥
哎哎 你 你干什么呀,我去问问她去
你 你 你,小宇都知道了这事
一点证据都没有,我怎么办
没比我更,你刺探了什么
你刺探了什么,你什么都没刺探
你什么都没刺探,这是你刺探的结果
这是你刺探的结果,你什么都没有翻出来的
自然就会得到更多的情报,我跟你说
我跟你说,凭我的直观感觉
凭我的直观感觉,她那个电话肯定不是给琴琴打的
她那个电话肯定不是给琴琴打的,如果她是给琴琴打的她有什么不能说的
如果她是给琴琴打的她有什么不能说的,分明是心里面有鬼
分明是心里面有鬼,你给小宇打电话直接问
反而打草惊蛇了,怕什么 你这也不行
怕什么 你这也不行,你告诉到底怎么才行
咱们就好好引导朵朵对不对,反正你里外都有理是吧
反正你里外都有理是吧,早恋也是你说的
早恋也是你说的,早恋
早恋,回去说
他肯定怀疑咱们，看会电视,我下午才出车
我下午才出车,你让我睡会儿
你让我睡会儿,起来
起来,跟你说个事快点的
跟你说个事快点的,什么事儿
什么事儿,你说你说好好好我听我听
你说你说好好好我听我听,我姐得回来
我姐得回来,刚来的电话16号到北京
刚来的电话16号到北京,不16号到你现在叫我干吗
不16号到你现在叫我干吗,现在上机场等着
现在上机场等着,跟你说个正事
跟你说个正事,你先起来
你先起来,你说 你说 我听着
你说 你说 我听着,你还记得吗
你还记得吗,就在金台路有一个挺大的门脸
就在金台路有一个挺大的门脸,咱好几次都没舍得进那个餐厅
咱好几次都没舍得进那个餐厅,我姐夫跟人家合伙买下来了
我姐夫跟人家合伙买下来了,我姐就是来办这事的
我姐就是来办这事的,你干嘛激动成这样
你干嘛激动成这样,他分你一半
他分你一半,你傻吧
你傻吧,我姐现在是老板娘了
我姐现在是老板娘了,给你介绍的工作不是分分钟的事
给你介绍的工作不是分分钟的事,干个经理主管什么的
干个经理主管什么的,比你开出租赚那点辛苦钱强多了
比你开出租赚那点辛苦钱强多了,妮儿啊，我就一出租司机
妮儿啊，我就一出租司机,我开车挺好的
我开车挺好的,我哪干得了什么餐厅经理
我哪干得了什么餐厅经理,别给人添乱
别给人添乱,千万别
千万别,扶不起的刘阿斗
扶不起的刘阿斗,谁前两天跟我说
谁前两天跟我说,我这些年开始出租这一身毛病
我这些年开始出租这一身毛病,你的腰你前列腺
你的腰你前列腺,你这两天是不是颈椎也不大好
你这两天是不是颈椎也不大好,我看你这肩周老歪着
我看你这肩周老歪着,我跟你说我当医生的我最知道了这出租司机10个有9个都这一身毛病
我跟你说我当医生的我最知道了这出租司机10个有9个都这一身毛病,往后这都是我跟琴琴的事儿
往后这都是我跟琴琴的事儿,吴大夫
吴大夫,您真别瞧不起人
您真别瞧不起人,我这几天身体特别好
我这几天身体特别好,真的今琴琴没在吧
真的今琴琴没在吧,别闹别闹
别闹别闹,我跟你说正事
我跟你说正事,你就老嬉皮笑脸的先说正事
你就老嬉皮笑脸的先说正事,你说不是有这机会
你说不是有这机会,你干嘛不争取是不是
你干嘛不争取是不是,说话
说话,我是
我是,我就觉得我这开车也没什么不好的
我就觉得我这开车也没什么不好的,对不对
对不对,而且你姐那人吧
而且你姐那人吧,怎么了
怎么了,我跟他不熟
我跟他不熟,我看着他
我看着他,我紧张
我紧张,不熟那是正常的
不熟那是正常的,这两年不是离得远
这两年不是离得远,来往的也少
来往的也少,不管怎么说是我亲姐
不管怎么说是我亲姐,他小时候对我可好了
他小时候对我可好了,只要你愿意干
只要你愿意干,你真的你相信我
你真的你相信我,他肯定特关照你
他肯定特关照你,真的
真的,你说人琴琴
你说人琴琴,现在第五正往前三奔
现在第五正往前三奔,人家这孩子多积极要求上进
人家这孩子多积极要求上进,你是不是也赶紧行动起来
你是不是也赶紧行动起来,快说话
快说话,那你说为了琴琴这事我可以考虑
那你说为了琴琴这事我可以考虑,不过你呀
不过你呀,你跟他讲就顺便提一下
你跟他讲就顺便提一下,人家又没搭茬
人家又没搭茬,咱千万别上赶着你知道吗
咱千万别上赶着你知道吗,你这智商就别教我了
你这智商就别教我了,只要你松口
只要你松口,这事你就交给我办
这事你就交给我办,放心
放心,行了，你先睡了
行了，你先睡了,你说现在人都什么素质
你说现在人都什么素质,一点礼貌都没有
一点礼貌都没有,笑什么笑
笑什么笑,我自打今儿早
我自打今儿早,早上我就看着特别扭
早上我就看着特别扭,平时爽朗泼辣一女汉子一见着你姐
平时爽朗泼辣一女汉子一见着你姐,一见那法尼呀
一见那法尼呀,就怂了
就怂了,整个人小声小气的
整个人小声小气的,刚才这两嗓子神清气爽
刚才这两嗓子神清气爽,回来了
回来了,这什么叫回来了
这什么叫回来了,真是
真是,我跟你说我小时候比我姐漂聪学习还好
我跟你说我小时候比我姐漂聪学习还好,你现在比她强
你现在比她强,人现在你看这都什么条件了
人现在你看这都什么条件了,咱们这还我跟你说这叫什么话来着叫比人矮半截
咱们这还我跟你说这叫什么话来着叫比人矮半截,声音自然抖
声音自然抖,你甭羡慕他
你甭羡慕他,咱也不差
咱也不差,他还得羡慕你
他还得羡慕你,他羡慕我什么
他羡慕我什么,他有孩子吗
他有孩子吗,就那俩傻儿子都是前妻生的
就那俩傻儿子都是前妻生的,干什么
干什么,就一后妈
就一后妈,是不是你要到国外去保证比他嫁的好
是不是你要到国外去保证比他嫁的好,是吧
是吧,当然
当然,你就知道秀孩子怎么了
你就知道秀孩子怎么了,那我要把琴琴送出国
那我要把琴琴送出国,你干嘛老拦着
你干嘛老拦着,咱们不提这事
咱们不提这事,你怎么又来了
自个儿骂自个儿的,您可真逗 我干嘛自个儿骂自个儿 行了我都听见了
我也这么骂过我自己,张总您呢
张总您呢,为什么
为什么,您这么大老板开那么大公司
您这么大老板开那么大公司,您还怂
您还怂,还没出息
还没出息,我们老百姓没法活了
我们老百姓没法活了,真是
10分钟之前我还在这骂我自个呢,我打听一下
我打听一下,为什么出什么事儿
先别问我为什么你干嘛自个儿把自个儿跟老婆吵架了,没吵架
没吵架,闹点小别扭
怎么了,我老婆的姐从美国回来了
我老婆的姐从美国回来了,从美国回来又怎么了
从美国回来又怎么了,就感觉他爷们是奥巴马似的
就感觉他爷们是奥巴马似的,瞧人都拿鼻孔
瞧人都拿鼻孔,咱也是一大老爷们
咱也是一大老爷们,是不是
是不是,要不是瞧着我媳妇和我闺女的面
要不是瞧着我媳妇和我闺女的面,我早跟他急了
我早跟他急了,咱就是一开出租的
咱就是一开出租的,怎么了
怎么了,我不偷不抢
我不偷不抢,我怎么了
我怎么了,是不是
是不是,他们俩开个餐厅
他们俩开个餐厅,非得让我去那当什么经理
非得让我去那当什么经理,你说说我不
你说说我不,不想去
不想去,他们还不乐意
他们还不乐意,您说这叫什么事儿
是不是,您可真意思
您可真意思,咱一大老爷们不偷不抢在怕什么
这人哪有时候很容易陷入这叫舒适区,舒舒舒什么意思
这叫知足常乐,对
对,这不挺好吗
可没辙,张总您这是图什么都到
张总您这是图什么都到,这份上
当什么知道吗,当什么
当菩萨,我跟你说
我跟你说,张总
张总,您说这道理我都明白
您说这道理我都明白,可这个弯儿拐得太急
可这个弯儿拐得太急,我拐不过来
我拐不过来,你知道吧
给你包场,谢您谢您
谢您谢您,谢谢
谢谢,你怎么回事
你怎么回事,出门这脑袋是撞哪了
出门这脑袋是撞哪了,开了窍呢
开了窍呢,什么话呀
什么话呀,表现不错呀
表现不错呀,你还不乐意了是吧
你还不乐意了是吧,这我就乐意
这我就乐意,快快快 赶紧炸酱 来来
快快快 赶紧炸酱 来来,行行行 你甭管 甭管了 你出去 出去
行行行 你甭管 甭管了 你出去 出去,不用我管了
不用我管了,你自己呢给你个赞
你自己呢给你个赞,好，马上吃饭
好，马上吃饭,姐来来
姐来来,来姐
来姐,饭后甜点 喝点茶消消食
怕睡不着,没事儿
点心晚上吃 会胖的,真讲究
想想脑袋都大了,招新人
招新人,你这多不放心
你这多不放心,姐你看要不我们家老金你给安排你给你打个下手什么的
姐你看要不我们家老金你给安排你给你打个下手什么的,我跟你说他现在可要求上进了
我跟你说他现在可要求上进了,真的
你想让老金到我餐厅去做,想
我就担心我不会给他什么特殊照顾,不用特殊照顾
不用特殊照顾,就按规矩办事
就按规矩办事,真的姐你安排什么我们就干什么
真的姐你安排什么我们就干什么,没问题
没问题,我觉得要是安排职务太低了
我觉得要是安排职务太低了,不是也给你丢脸吗
不是也给你丢脸吗,是不是
我看老金人还算随和,随和随和
所以让他试试,真的
真的,真的姐
真的姐,谢谢姐
我跟你说个事,什么事你这么神神秘秘的
他是跟三个男孩一块儿,什么男孩
高一高二的,学长啊
学长啊,完了
完了,故事都是这么开始的
故事都是这么开始的,学妹碰见学长轰轰烈烈
学妹碰见学长轰轰烈烈,然后山盟海誓然后最后
然后山盟海誓然后最后,各奔东西 我自己问问去 
倒倒,我倒不匀了你说
我说你再背过去,行了你就实话实说
行了你就实话实说,是不是早恋
我就一直跟你说有三个男孩好像其中有个男孩跟他关系不错,他关系不错
他关系不错,不就是早恋
不就是早恋,完了这是彻底完了这是怕什么来什么
那男孩跟他关系不错,那男孩叫什么名字你知道吗
那男孩叫什么名字你知道吗,他父母是哪的
他父母是哪的,他个子高不高
他个子高不高,成绩好不好
成绩好不好,关键是长得丑不丑
已经看你未来当丈母娘的样子,你别跟我贫这个，我问你呢
还有这事,我怎么不知道谁我认识吗
我审你啊是我审你吗 是你自己主动交代的,那行你别说了
那行你别说了,我没时间管你的事
我没时间管你的事,你先跟我说方朵朵这事怎么办
能做到吗,不能做到
这拿着,小宇
小宇,怎么了这是
怎么了这是,怎么了
怎么了,跟我说说
你会怎么办,绝交
绝交,这么严重谁
这么严重谁,不会是朵朵吧
不会是朵朵吧,还真是朵朵
还真是朵朵,到底怎么了
到底怎么了,跟我说说
我真就是一不小心说漏嘴了,没事儿
没事儿,来擦擦眼泪
来擦擦眼泪,没事
没事,让你爸给方叔叔打个电话
让你爸给方叔叔打个电话,请朵朵到家里来
请朵朵到家里来,你们两个这么好的朋友当面说清楚肯定没问题的
你们两个这么好的朋友当面说清楚肯定没问题的,你别着急
你别着急,没问题的
没问题的,我这就去跟你爸说一下
我这就去跟你爸说一下,没事
没事,没事
你怎么确定这朵朵早恋了,我亲耳听到Ross说的
我亲耳听到Ross说的,他喜欢朵朵
他喜欢朵朵,朵朵也喜欢李想
朵朵也喜欢李想,李想还给了朵朵一定情物定情
李想还给了朵朵一定情物定情,你知道干什么用的吗
你知道干什么用的吗,早恋
找着证据了你想怎么办,找着证据啊
找着证据啊,我这次绝对不可能放过他
我这次绝对不可能放过他,必须跟我认错道歉
必须跟我认错道歉,保证这种事情不再犯断绝关系
保证这种事情不再犯断绝关系,如果断不了关系
如果断不了关系,ok没问题
ok没问题,咱们就转学
咱们就转学,如果转学还不管用
如果转学还不管用,我是去找这李想的爸爸妈妈
我是去找这李想的爸爸妈妈,我问问看为什么生出这样的孩子勾引别人家女儿早恋
我觉得这事还得冷静处理,还怎么冷静
还怎么冷静,你说还要怎么冷静再冷静下去
你说还要怎么冷静再冷静下去,说不定明天我们当爷爷奶奶了
咱要当也只能当个姥姥姥爷,我没时间跟你贫
我没时间跟你贫,你抓紧时间赶快找他
你抓紧时间赶快找他,一会就放学回来了
我觉得这事还得因因势利导循循善诱你知道吧,搞什么导什么用
搞什么导什么用,导什么导诱什么诱啊，就是之前给你导坏了
导什么导诱什么诱啊，就是之前给你导坏了,全听你的错了
全听你的错了,对不起
对不起,从今天开始我来导你别说话
你最后给孩子情感造成终身的伤害,你少吓唬我
咱们家住几楼,你别逼我我怎么办
你别逼我我怎么办,朵朵要是早恋了
朵朵要是早恋了,你告诉我怎么办
你告诉我怎么办,我所有的心血全部花在他身上
我所有的心血全部花在他身上,我跟你说方圆他要早恋
我跟你说方圆他要早恋,我也不活了
1000份,多少
所以把您请来喝酒,干得漂亮
干得漂亮,别的咱不吹
别的咱不吹,你要说论酒量
你要说论酒量,我说第二我看
我说第二我看,看谁敢说第一
看谁敢说第一,今儿我让你好好见识见识
今儿我让你好好见识见识,咱们必须他一举拿下
我看好您走,我跟你说个事儿
我跟你说个事儿,快
快,什么事
什么事,还是琴琴出国留学的事儿
还是琴琴出国留学的事儿,咱不是说不去了吗
咱不是说不去了吗,你怎么又跟我说这事儿怎么没完没了
你怎么又跟我说这事儿怎么没完没了,你看你这人一提这事就神经质
你看你这人一提这事就神经质,这不现在情况有了新的变化了吗
这不现在情况有了新的变化了吗,咱们俩好好合计合计
咱们俩好好合计合计,你看看
你看看,这是琴琴出国的学费
这是琴琴出国的学费,你说以前你不同意
你说以前你不同意,那是因为咱钱确实凑不够
那是因为咱钱确实凑不够,又不想卖房子卖地的是不是
又不想卖房子卖地的是不是,可是我姐说了
可是我姐说了,给琴琴找一个有奖学金的高中
给琴琴找一个有奖学金的高中,还给他当担保人呢
还给他当担保人呢,你姐
你姐,啊真的
啊真的,你看我算了一笔费用
你看我算了一笔费用,这琴琴一年它的学费你看是2万
这琴琴一年它的学费你看是2万,然后这生活费是1万
然后这生活费是1万,我姐说以后吃住在他那这个费用咱就算免了
我姐说以后吃住在他那这个费用咱就算免了,再申请一个至少5000块钱的奖学金
再申请一个至少5000块钱的奖学金,算下来真的是不到10万块钱人民币
算下来真的是不到10万块钱人民币,我们孩子就能出国留学了
我们孩子就能出国留学了,咱家家底是不富裕
咱家家底是不富裕,但是这点钱咱还是能凑出来的
但是这点钱咱还是能凑出来的,这样咱也不用卖房子卖地
这样咱也不用卖房子卖地,琴琴还能出去留学
琴琴还能出去留学,你不是希望她将来有出息吗
你不是希望她将来有出息吗,这美国读完书什么样的工作找不着
这美国读完书什么样的工作找不着,即便是他选择回国，那也是海归
即便是他选择回国，那也是海归,不成
不成,为什么
为什么,咱可不能因为心疼孩子
咱可不能因为心疼孩子,舍不得就把孩子给耽误了
舍不得就把孩子给耽误了,我不是说孩子不成
我不是说孩子不成,我说你姐他那人你不是不知道
我说你姐他那人你不是不知道,人又矫情
人又矫情,嘴又碎
嘴又碎,我跟你说在我们店里上上下下
我跟你说在我们店里上上下下,里里外外没有他没骂过的人
里里外外没有他没骂过的人,这也就是我大姨子这要换别人
这也就是我大姨子这要换别人,我早跟他骂了我
我早跟他骂了我,是我姐脾气你也不是不知道
是我姐脾气你也不是不知道,跟我似的刀子嘴豆腐心
跟我似的刀子嘴豆腐心,他这人说什么根本就不往心里去
他这人说什么根本就不往心里去,快得了吧
快得了吧,就凭他对我吆五喝六那样
就凭他对我吆五喝六那样,咱琴琴到他那去
咱琴琴到他那去,那还不得让他给折磨死
那还不得让他给折磨死,没准还得伺候他那俩傻儿子
没准还得伺候他那俩傻儿子,琴琴在咱家是心肝宝贝
琴琴在咱家是心肝宝贝,到那去给人家当丫头
到那去给人家当丫头,我疯了我
我疯了我,不是我跟你说
不是我跟你说,你怎么能这么想
你怎么能这么想,那俩儿子那是我姐夫前妻生的
那俩儿子那是我姐夫前妻生的,你说我姐再怎么着
你说我姐再怎么着,我是他亲妹妹这个理儿他总知道吧
我是他亲妹妹这个理儿他总知道吧,那这有血缘在这
那这有血缘在这,他那还能分不清里外人
他那还能分不清里外人,这事可保不齐
这事可保不齐,我告诉你
我告诉你,另外奖学金这事根本就不靠谱
另外奖学金这事根本就不靠谱,怎么了
怎么了,你说
你说,这按年发
这按年发,第一年说琴琴学习好
第一年说琴琴学习好,给奖学金没问题
给奖学金没问题,第二年万一她不适应环境
第二年万一她不适应环境,成绩掉下去了
成绩掉下去了,这钱没了
这钱没了,对不对
对不对,那怎么办
那怎么办,回来上高二
回来上高二,整个学习都耽误了
整个学习都耽误了,到时候高考也考不上
到时候高考也考不上,这一辈子就完了
这一辈子就完了,我就说跟你这种人过日子就全是负能量
我就说跟你这种人过日子就全是负能量,我姐说的对
我姐说的对,你遇到困难不想解决
你遇到困难不想解决,你张嘴闭嘴
你张嘴闭嘴,就你姐你去跟你姐过得了
就你姐你去跟你姐过得了,你还真别说这个
你还真别说这个,我不爱听
我不爱听,你以为我愿意瞎折腾
你以为我愿意瞎折腾,你真的
你真的,你好好看看这满墙的奖状
你好好看看这满墙的奖状,咱家琴琴多优秀
咱家琴琴多优秀,只要咱下功夫
只要咱下功夫,孩子肯定长大了有出息
孩子肯定长大了有出息,你说咱当父母的不给孩子好好提供点机会
你说咱当父母的不给孩子好好提供点机会,给他多点选择
给他多点选择,长大了他会怪咱们的
长大了他会怪咱们的,你说
你说,你这当爸的心里也过得去
你这当爸的心里也过得去,咱俩也别争
咱俩也别争,也别吵
也别吵,各有各的理
各有各的理,这事儿呢
这事儿呢,你别动我
你别动我,你别碰我
你别碰我,你别动手说话
你别动手说话,这事赖我我没本事挣不着钱
这事赖我我没本事挣不着钱,是吧
是吧,你放心
你放心,这回采购的活我肯定好好干
这回采购的活我肯定好好干,甭管怎么说
甭管怎么说,人给的工资还可以吧
人给的工资还可以吧,等咱攒几年钱
等咱攒几年钱,说不定以后也能送琴琴去个便宜点的外国大学
说不定以后也能送琴琴去个便宜点的外国大学,这有什么不好
这有什么不好,再说孩子现在这么小
再说孩子现在这么小,是不是过几年再说这事你着什么急
是不是过几年再说这事你着什么急,别着急
别着急,你攒吧等你攒够了
你攒吧等你攒够了,学费也涨了
学费也涨了,你说我们单位多少人现在还租房子住
你说我们单位多少人现在还租房子住,为什么买不起
为什么买不起,没有长远的眼光
没有长远的眼光,就是攒钱攒齐了
就是攒钱攒齐了,房价涨了
房价涨了,有什么用
有什么用,再说了出国语言关
再说了出国语言关,越早出去就越早适应
越早出去就越早适应,说一千道一万
说一千道一万,户口本在我这
户口本在我这,我要不点头
我要不点头,谁也办不了护照
谁也办不了护照,哪也去不了
哪也去不了,你行 你防着我
你行 你防着我,不怕贼偷
不怕贼偷,就怕贼惦记
就怕贼惦记,谁是贼
谁是贼,亮忠啊，你说你
亮忠啊，你说你,你说你这大老爷们
你说你这大老爷们,你说你又要照顾小宇
你说你又要照顾小宇,你还要照顾娜娜
你还要照顾娜娜,难为你了
这不把您请来 专门照顾蒂娜嘛,是是是
是是是,那啥 那个 娜娜跟我说了
那啥 那个 娜娜跟我说了,她说之前跟小宇之间他俩有点不愉快
所以他这一来这娜娜就难免受点委屈,没有
没有,我跟你说
我跟你说,这肯定是娜娜的不对
不,不你听我说亮忠啊，这娜娜啊他虽说比小宇大不了几岁
不你听我说亮忠啊，这娜娜啊他虽说比小宇大不了几岁,可是他是长辈对吧
可是他是长辈对吧,长辈他怎么能跟自己家里孩子过不去
长辈他怎么能跟自己家里孩子过不去,是不是
是不是,再说了
再说了,你说男孩他有不皮的吗
你说男孩他有不皮的吗,越聪明越皮
越聪明越皮,你说是不是这道理
你说是不是这道理,而且这娜娜也是要当妈的人了
而且这娜娜也是要当妈的人了,他也该学学怎么跟孩子相处了
他也该学学怎么跟孩子相处了,是不是
是不是,我跟你说其实我一早就跟娜娜说过
我跟你说其实我一早就跟娜娜说过,我说你看人亮忠天天在外边公司那么多事那么忙
我说你看人亮忠天天在外边公司那么多事那么忙,是吧
是吧,你怎么能让就是后院得太平
你怎么能让就是后院得太平,咱不能后院起火
咱不能后院起火,你说是不是
所以现在正在磨合,对
对,我跟你说
我跟你说,他俩其实就俩孩子
他俩其实就俩孩子,是不是
是不是,等娜娜再生一个
等娜娜再生一个,你这两窝并一窝
你这两窝并一窝,这够你热闹的
这够你热闹的,大兄弟哈哈哈哈哈哈
大兄弟哈哈哈哈哈哈,那啥亮忠
那啥亮忠,我岁数比你就大那么几个月
我岁数比你就大那么几个月,可是我现在我好歹我是小宇他姥姥是吧
可是我现在我好歹我是小宇他姥姥是吧,你放心小宇这孩子我真心喜欢他
你放心小宇这孩子我真心喜欢他,我一定替你好好做他工作
我一定替你好好做他工作,当然了我也做娜娜工作
当然了我也做娜娜工作,让他俩好好的不行再干仗了
让他俩好好的不行再干仗了,是不是
是不是,和平相处是吧
还可以,咱俩就让他俩关系更上一层楼
咱俩就让他俩关系更上一层楼,好不好
好不好,我跟你说
我跟你说,这孩子的事
这孩子的事,我有经验
我有经验,你只要是吃喝拉撒全方位的
你只要是吃喝拉撒全方位的,你照顾好它
你照顾好它,关心他他心里有数
关心他他心里有数,他知道谁对他好是吧
他知道谁对他好是吧,让他俩好好处是吧
让他俩好好处是吧,那咱们后院不就太平了吗
那咱们后院不就太平了吗,是不是
麻烦您多费心,应该的 应该的
千万别客气,好了
我还有个会我得先走了,你这大周末咋还开会
我先去了,那你先忙
那你先忙,你早点回来
一会儿再拿,妈你说你闹什么
妈你说你闹什么,我都跟你说过多少遍了
我都跟你说过多少遍了,那小宇他就是个刺头
那小宇他就是个刺头,还当着邻居的面
还当着邻居的面,你是不是嫌我这后妈好当是吧
你是不是嫌我这后妈好当是吧,现在邻居不知道怎么说
现在邻居不知道怎么说,我这后妈欺负小宇呢
我这后妈欺负小宇呢,还有亮忠
还有亮忠,他刚才青光眼差点都犯了
他刚才青光眼差点都犯了,我不是好心吗
我不是好心吗,你说他洗澡的后边够不着
你说他洗澡的后边够不着,后边老泥我替他搓搓
后边老泥我替他搓搓,这怎么
这怎么,他是个半大小伙子
他是个半大小伙子,妈你替他搓什么泥
妈你替他搓什么泥,他又不是我
他又不是我,怨我
怨我,我错了还不行吗
我错了还不行吗,真是的
真是的,我图啥
我图啥,我真是
我真是,我好心好意的
我好心好意的,你说我这不为你好吗
你说我这不为你好吗,我不是帮你吗
我不是帮你吗,哪是帮我
哪是帮我,你这是帮倒忙
你这是帮倒忙,朵朵那礼物你找着没有
朵朵那礼物你找着没有,咱们自己的事你不管吗
我说这事有谱没谱,当然有谱了
当然有谱了,我不管你说的交给你
肯定水落石出好吧,测什么血压我是装的
测什么血压我是装的,你看不出来
什么什么装的,你看看这分数
九十四嘛,你仔细看看
哇塞74,你眼瘸吗这是四吗
你眼瘸吗这是四吗,那是一啊
这全错了,我跟你说
我跟你说,之前分数考的不好是一回事
之前分数考的不好是一回事,改卷子
改卷子,这是道德品质的问题
这是道德品质的问题,这是撒谎
