Input,Output
正好 我刚给你干洗的西装,这我又不是去参加庆功宴
这我又不是去参加庆功宴,参加大party还穿那么正式干嘛
参加大party还穿那么正式干嘛,没必要吧
没必要吧,有必要 你要穿得体体面面地去
有必要 你要穿得体体面面地去,你要让他们觉着就算他们不用你 你一样能混得非常好
你要让他们觉着就算他们不用你 你一样能混得非常好,明白吗
明白吗,本来就是混的不好
本来就是混的不好,干嘛非打肿脸充胖子
干嘛非打肿脸充胖子,我穿身西装 西装革履的去
我穿身西装 西装革履的去,去了之后假装这个兴高采烈
去了之后假装这个兴高采烈,到时候以前同事见了我说 圆哥
到时候以前同事见了我说 圆哥,您这离职还这么高兴
您这离职还这么高兴,没心没肺
没心没肺,你不让人笑话吗
你不让人笑话吗,不是 方圆 谁敢笑话你
不是 方圆 谁敢笑话你,谁敢 你是公司的开国元老
谁敢 你是公司的开国元老,说难听点
说难听点,这公司要没有你都成立不了
这公司要没有你都成立不了,不要怕
不要怕,他不穿秋裤
他不穿秋裤,你也不管管
你也不管管,老季 这关系刚有点缓和
老季 这关系刚有点缓和,你干嘛非得逼着他穿秋裤
你干嘛非得逼着他穿秋裤,我都问过刘铮了
我都问过刘铮了,杨杨从小就没这个习惯
杨杨从小就没这个习惯,还好意思提刘铮 杨杨这些毛病都是刘铮惯的
还好意思提刘铮 杨杨这些毛病都是刘铮惯的,还有你爸妈
还有你爸妈,那你倒是管呀
那你倒是管呀,你什么意思
你什么意思,我能穿秋裤去上班
我能穿秋裤去上班,他就不能穿秋裤去上学吗
他就不能穿秋裤去上学吗,你这是胡搅蛮缠
你这是胡搅蛮缠,不是
不是,谁胡搅蛮缠了
谁胡搅蛮缠了,时代变了 就不得老寒腿了
时代变了 就不得老寒腿了,如人饮水
如人饮水,冷暖自知
冷暖自知,我就喜欢穿秋裤
我就喜欢穿秋裤,你那么喜欢秋裤
你那么喜欢秋裤,要不然我把杨杨那屋那条给你拿过来
要不然我把杨杨那屋那条给你拿过来,你穿一双份的
你穿一双份的,女式的 怎么样
女式的 怎么样,不胡闹吗
不胡闹吗,我觉得也是杨杨过得太奢侈了
我觉得也是杨杨过得太奢侈了,什么要有什么 都是刘铮惯的
什么要有什么 都是刘铮惯的,行了
行了,你现在也别说这个
你现在也别说这个,就算是刘铮惯的吧
就算是刘铮惯的吧,要改的话也得是慢慢来
要改的话也得是慢慢来,杨杨现在是个大孩子了
杨杨现在是个大孩子了,你不能对他强迫教育知道吗
你不能对他强迫教育知道吗,我 
我 ,知道你是为他好
知道你是为他好,你还能害他吗
你还能害他吗,行了
行了,你赶快把它吃完了
你赶快把它吃完了,吃完了我们赶快走
吃完了我们赶快走,要不然我送完了你又该吃大了
要不然我送完了你又该吃大了,北京的交通真是个大问题
北京的交通真是个大问题,我这每天送你 也不是个事儿
我这每天送你 也不是个事儿,现在那个专车挺流行的
现在那个专车挺流行的,要不然以后你叫专车的
要不然以后你叫专车的,这也是个办法
这也是个办法,我不想穿那西装
我不想穿那西装,我想穿个随便点的 舒服点的
我想穿个随便点的 舒服点的,行 爱穿什么穿什么 都随你
行 爱穿什么穿什么 都随你,你高兴就好
你高兴就好,我怎么觉得你这话里有话
我怎么觉得你这话里有话,你什么意思
你什么意思,我不想穿西装怎么了
我不想穿西装怎么了,我什么时候话里有话
我什么时候话里有话,我说都依你 你爱穿什么穿什么
我说都依你 你爱穿什么穿什么,我不想穿那身西装
我不想穿那身西装,我想穿点自己觉得舒服的自在衣服 怎么了
我想穿点自己觉得舒服的自在衣服 怎么了,是怎么我不穿那 到单位去办离职
是怎么我不穿那 到单位去办离职,让你觉得没面子是吧
让你觉得没面子是吧,方圆 跟我有什么关系啊
方圆 跟我有什么关系啊,是你穿着衣服去见人
是你穿着衣服去见人,不是我
不是我,行 我不跟你掰扯这些 好吧
行 我不跟你掰扯这些 好吧,你就这样 保持自我 无所谓
你就这样 保持自我 无所谓,对 方一凡就跟你一个德行
对 方一凡就跟你一个德行,真是
真是,什么叫方一凡跟我一个德性
什么叫方一凡跟我一个德性,我哪个德性 他就算跟我一个德性
我哪个德性 他就算跟我一个德性,他不跟我一个德行跟谁一个德性
他不跟我一个德行跟谁一个德性,他是我儿子
他是我儿子,他怎么跟隔壁老王
他怎么跟隔壁老王,一德行
一德行,我不说 我不说了
我不说 我不说了,我说一句你有10句等着我
我说一句你有10句等着我,我什么都不说了好吧
我什么都不说了好吧,童文洁 我怎么就有十句等着你了
童文洁 我怎么就有十句等着你了,我不就 刚才说了一句
我不就 刚才说了一句,说我不想穿西装
说我不想穿西装,我觉得没面子
我觉得没面子,那怎么着
那怎么着,我到单位就让大家伙一看
我到单位就让大家伙一看,说方圆 你还穿西装来了
说方圆 你还穿西装来了,你说我 我觉得不舒服
你说我 我觉得不舒服,行 不想穿就不穿 好吧
行 不想穿就不穿 好吧,都依你
都依你,不是 你这么叹气 什么意思
不是 你这么叹气 什么意思,怎么随我 都依着我 家里大事小事不都依着你吗
怎么随我 都依着我 家里大事小事不都依着你吗,哪件事我不是听你的 大事
哪件事我不是听你的 大事,小事我都听你的
小事我都听你的,对不对
对不对,你说咱在家里边是吧
你说咱在家里边是吧,孩子每天吃什么穿什么几点走
孩子每天吃什么穿什么几点走,上哪个补习班
上哪个补习班,咱要搬家还是不搬家
咱要搬家还是不搬家,对不对
对不对,磊磊是来还是不来
磊磊是来还是不来,不都听你的
不都听你的,我有什么权利做决定 是怎么叫都依着我
我有什么权利做决定 是怎么叫都依着我,我就说了一句说我不想穿
我就说了一句说我不想穿,方圆 咱们俩的事儿是咱们俩的事儿
方圆 咱们俩的事儿是咱们俩的事儿,你又提磊磊干嘛 什么意思
你又提磊磊干嘛 什么意思,我们俩的事我们俩解决
我们俩的事我们俩解决,不要老扯着家人 好不好
不要老扯着家人 好不好,你别发散
你别发散,我可没说磊儿
我可没说磊儿,再说怎么了
再说怎么了,你跟我不是一家人
你跟我不是一家人,你不是我的家人 磊磊不是我家人
你不是我的家人 磊磊不是我家人,方一凡不是我家人
方一凡不是我家人,好
好,我说不过你
我说不过你,你爱穿什么穿什么
老师,老师问你个事
咱们就没什么问题了,我不教你们班
我不教你们班,我就不能问你事了
行  问吧,你是不是跟乔英子关系挺好的
其实,怎么还一般般
怎么还一般般,支支吾吾的 关系
支支吾吾的 关系,好 不好就是不好
是挺好的,老师问你
老师问你,他最近总是旷第一节课
他最近总是旷第一节课,怎么回事 你知道吗
估计给熬出病来,什么叫应该是生病了
什么叫应该是生病了,你到底知不知道
我知道 确实是生病,真病啦
假给你请好了,谢谢爸
你这学习跟得上吗,爸你又不是不了解我
爸你又不是不了解我,这旷的课我都会 再说了
这旷的课我都会 再说了,有这时间我还不如自己先往下看
你自己把握,好的
好的,爸 你干什么呢
来你喝点水,我不喝了不用了
我不喝了不用了,我就想跟您说我得赶紧走了
我就想跟您说我得赶紧走了,我还得趁第二节体育课混进去
你真感冒了吧,估计是我妈正念叨我
吃片药再走,不用
不用,爸 真没生病
爸 真没生病,再说了 我这吃了
再说了 我这吃了,到时候犯困怎么上课
要觉得不舒服了就把药吃了,好吧
好吧,谢谢老爸
谢谢老爸,我走了
我送你,没事
没事,您真不用送我了
您真不用送我了,爸 你真
爸 你真,不用送了
你就好混进去,体育课人多
体育课人多,大家跟那活动 谁会注意到我
大家跟那活动 谁会注意到我,手好痛
你今儿怎么过来了,今天我有个学员请假
今天我有个学员请假,所以我就休息了
所以我就休息了,英子 怎么待这么一会就走了
英子 怎么待这么一会就走了,不会是躲着我吧
再说了你也不是鬼 躲你干嘛,我不是鬼
我不是鬼,我比鬼还可怕
我比鬼还可怕,有些人躲我 躲的连家都不敢回了
谁是某些人,天天在这破小区里呆着
就要了这个房子吗,为什么
并且向我道歉,你怎么那么可爱
你怎么那么可爱,你还生气了
你还生气了,我跟你开玩笑
我跟你开玩笑,你还急了
你还急了,行
行,我收回 我道歉
我收回 我道歉,一定要继续保佑我们家老乔发达
一定要继续保佑我们家老乔发达,还要保佑我们以后的日子衣食无忧
还要保佑我们以后的日子衣食无忧,更要保佑我们以后的宝宝可以平安富足
什么宝宝,你说呢
你说呢,英子
英子,英子
英子,妈
妈,真是您 我刚过来怎么没认出来
真是您 我刚过来怎么没认出来,怎么从学校跑回来了
怎么从学校跑回来了,我回来拿感冒药
我回来拿感冒药,刚刚没拿
刚刚没拿,不舒服
不舒服,就有点浑身发冷
就有点浑身发冷,发冷啊
发冷啊,没发烧
没发烧,没有
没有,没事 真没事儿
没事 真没事儿,这高三上课挺重要的
这高三上课挺重要的,我是趁体育课回来拿的
我是趁体育课回来拿的,我拿完我就赶紧走
我拿完我就赶紧走,你看让你吃药
你看让你吃药,真不用啊
真不用啊,您不是要上课吗
您不是要上课吗,别迟到了
别迟到了,你赶紧走吧
你赶紧走吧,那你怎么还背着包出来的
那你怎么还背着包出来的,我背着点暖和
我背着点暖和,我又不好意思管同学借外套
我又不好意思管同学借外套,一会儿加件衣服
一会儿加件衣服,赶快去吧
赶快去吧,您放心
您放心,你别耽误太久
你别耽误太久,您放心
真的假的,假的
假的,看把你吓得
我去,我又不是圣母玛利亚
我又不是圣母玛利亚,我还能生出上帝之子
我还能生出上帝之子,你每天都在这躲着
你每天都在这躲着,我每天独守空房
我每天独守空房,怎么那么怀孕
我在这想让他放松,要不然我搬过来得了
要不然我搬过来得了,你陪英子我陪你
你陪英子我陪你,我还可以帮你一起照顾英子
我还可以帮你一起照顾英子,我还可以学习一下怎么照顾咱们以后的宝宝
影响不好,你算了
你算了,英子是个多好的孩子
英子是个多好的孩子,你别说英子在
你别说英子在,英子不在的时候
英子不在的时候,你什么时候对我卿卿我我 你侬我侬了
我这心里也就天天也不好,你得了 还不知道你怎么想的
你得了 还不知道你怎么想的,老乔 我发现没味了
老乔 我发现没味了,而且我身上也不痒了
而且我身上也不痒了,你看我这有疹子吗
怎么回事呢,我想起来了
我想起来了,我来之前吃抗过敏的药了
我来之前吃抗过敏的药了,那药真好使
那药真好使,你看没事了
又起疹子了,没事
没事,我还有措施 来
我还有措施 来,口罩
口罩,我带上他
我不用,你戴上
你戴上,带上
带上,光我健康不行
光我健康不行,你也得健康
你也得健康,这样咱们才能生出健康的宝宝
这样咱们才能生出健康的宝宝,对不对
对,我没事你走吧
你想一个人待着 是吧,我就想一个人静静
不是 你有什么你跟我说 没事的,我以前一直以为天妇罗是一个女孩
我以前一直以为天妇罗是一个女孩,是一 漂亮姑娘 天妇罗
是一 漂亮姑娘 天妇罗,美少妇
美少妇,合着是一菜
要不一会就醉了,醉了也好
醉了也好,醉了省想那些破事
工作啊,老乔 我跟你说
老乔 我跟你说,人到中年 危机要来
人到中年 危机要来,绝对不会单独来
绝对不会单独来,所谓祸不单行一来都一对对来
所谓祸不单行一来都一对对来,有内忧肯定就有外患
有内忧肯定就有外患,知道吧
知道吧,我现在就是内忧外患一块来了
我现在就是内忧外患一块来了,你还没到危机 早晚赶上
你还没到危机 早晚赶上,这老板绝对是金庸迷 金庸这个里边 女的
这老板绝对是金庸迷 金庸这个里边 女的,你最喜欢谁
张敏,赵敏吧
演员,我是说你最喜欢哪个剧中人
我是说你最喜欢哪个剧中人,你怎么样
你怎么样,这老师教的真
这老师教的真,挺好的
挺好的,挺仔细的
挺仔细的,长得也挺好看的
长得也挺好看的,以后
以后,要不然咱就上他的课
要不然咱就上他的课,对我也是一看他挺有眼缘的
对我也是一看他挺有眼缘的,所以我看了一下这馆里其他老师的课
所以我看了一下这馆里其他老师的课,我觉得他的课最好
我觉得他的课最好,咱以后就上她的
咱以后就上她的,可以 就上他的呗
可以 就上他的呗,必须坚持
必须坚持,我得把公司受的那些气 全都
我得把公司受的那些气 全都,出来
出来,你就让小金这么骑在你头上
你就让小金这么骑在你头上,你忍得了 没想着去什么换换地方
你忍得了 没想着去什么换换地方,我怎么换
我怎么换,现在方圆这个情况 都失业俩月了
现在方圆这个情况 都失业俩月了,我都不敢动
我都不敢动,我随便一动的话
我随便一动的话,好家伙 万一一动不好的话全家喝西北风去了
好家伙 万一一动不好的话全家喝西北风去了,不至于
再多跌几个跟头就好了,我跌跟你跌是一回事吗
怎么还拼爹,不是拼爹
不是拼爹,我是说我跌跟头和你跌跟头是一回事吗
我是说我跌跟头和你跌跟头是一回事吗,你跌是多少岁的时候跌的
你跌是多少岁的时候跌的,你30来岁跌的
你30来岁跌的,对不对
对不对,后来你就发家致富了
后来你就发家致富了,我现在45了
我现在45了,我怎么跌我跌的起吗
我怎么跌我跌的起吗,你说的过日子
你说的过日子,吃喝拉撒睡
吃喝拉撒睡,哪样不花钱是不是
哪样不花钱是不是,你说没压力 我得往前看
你说没压力 我得往前看,但别人给我压力
但别人给我压力,早上起来童文洁就为了这穿衣服的事跟我吵一架
早上起来童文洁就为了这穿衣服的事跟我吵一架,为什么非让我穿着西装
为什么非让我穿着西装,为什么
为什么,不就希望我赶紧找到下家吗
不就希望我赶紧找到下家吗,不就希望我赶紧能找到工作
不就希望我赶紧能找到工作,不就希望我挥刀自宫变成岳不群吗
不就希望我挥刀自宫变成岳不群吗,就为这么小的事儿
就为这么小的事儿,那么点小事你们也能吵得起来
那么点小事你们也能吵得起来,方圆你看他平时好像挺乐观的
方圆你看他平时好像挺乐观的,遇到点小事大事的都不过心
遇到点小事大事的都不过心,可是这一次我觉得
可是这一次我觉得,可能是对他打击比较大
可能是对他打击比较大,所以也怪我 我也是脾气不太好
所以也怪我 我也是脾气不太好,你现在也是压力大
你现在也是压力大,所以脾气不好
所以脾气不好,方圆肯定也是压力挺大的
方圆肯定也是压力挺大的,这不是才两个月
这不是才两个月,你再让他适应你知道吗
你再让他适应你知道吗,当年乔卫东
当年乔卫东,多少年都起不来
多少年都起不来,后来不是也做大了
后来不是也做大了,他做大也跟我没什么关系
他做大也跟我没什么关系,也没享着他什么福
也没享着他什么福,你拉倒
你拉倒,你都有英子
你都有英子,你还想怎么滴
你还想怎么滴,知足
以后每一次人均消费1000怎么样,我觉得你可以提上来
我觉得你可以提上来,但是消费咱还是低消费 你把那钱直接给我就行了
转成现金,Yes
Yes,记今朝
记今朝,苍天笑 纷纷世上潮
苍天笑 纷纷世上潮,方圆
方圆,怎么睡这了
怎么睡这了,我睡哪儿呢
我睡哪儿呢,我怎么睡楼 楼道里了
我怎么睡楼 楼道里了,冷不冷
冷不冷,我热
我热,热得不行
热得不行,我以为到家了
我以为到家了,睡这儿了
睡这儿了,怎么回事
怎么回事,喝酒了
喝酒了,对不起
对不起,我今天喝 喝一点
我今天喝 喝一点,我错了
我错了,我早上不该跟你急 是我不好
我早上不该跟你急 是我不好,是我不好
是我不好,你现在非常时期
你现在非常时期,我应该让着你
我应该让着你,为什么非常时期
为什么非常时期,我太没有耐心了
我太没有耐心了,我不该跟你较劲
我不该跟你较劲,我错了
我错了,没事
没事,我醒了 好多了
我醒了 好多了,跟谁喝的
跟谁喝的,还能跟谁 乔卫东
还能跟谁 乔卫东,我给你冲点蜂蜜水好不好
我给你冲点蜂蜜水好不好,不难受啊
不难受啊,怎么了
怎么了,怎么了
怎么了,有我呢 不怕
有我呢 不怕,听到没有
听到没有,听见了
听见了,我说今天 金庸死了
我说今天 金庸死了,我知道 看到新闻了
我知道 看到新闻了,金庸先生怎么就突然走了
金庸先生怎么就突然走了,我从小就想当一个武侠
我从小就想当一个武侠,你知道吗
你知道吗,仗剑走天涯
仗剑走天涯,我觉得我最损我
我觉得我最损我,我就当个令狐冲
我就当个令狐冲,杨过 是吧
杨过 是吧,张无忌
张无忌,就算我稍微差点
就算我稍微差点,我起码是个郭靖吧
我起码是个郭靖吧,我怎么现在成
我怎么现在成,成了岳不群了
成了岳不群了,你不是岳不群
你不是岳不群,你怎么会是岳不群呢
你怎么会是岳不群呢,你要是岳不群 方一帆从哪来的
你要是岳不群 方一帆从哪来的,我刚成岳不群
我刚成岳不群,我之前不是岳不群
我之前不是岳不群,我这两个才到刚刚变成岳不群的
我这两个才到刚刚变成岳不群的,刚刚变成岳不群的 是不是
刚刚变成岳不群的 是不是,我本来就没想过自己是岳不群
我本来就没想过自己是岳不群,我觉得 我就算我没什么武功
我觉得 我就算我没什么武功,我老老实实做人
我老老实实做人,我认认真真的工作
我认认真真的工作,我怎么我这事也不知道我怎么就这么倒霉
我怎么我这事也不知道我怎么就这么倒霉,不倒霉
不倒霉,不是
不是,我们都过得去的
我们都过得去的,不是 我 我现在特别理解岳不群你知道吗
不是 我 我现在特别理解岳不群你知道吗,你要是搁着康庄大道
你要是搁着康庄大道,谁不想走
谁不想走,谁想走旁门左道
谁想走旁门左道,切一刀多疼啊
切一刀多疼啊,方圆 不哭了
方圆 不哭了,不难过了啊
不难过了啊,不难过
不难过,不怕 有我呢
不怕 有我呢,好不好
好不好,不难受了
不难受了,走 起来 坐起来
走 起来 坐起来,谁的皮鞋啊
谁的皮鞋啊,放下
放下,先空腹把这吃了
先空腹把这吃了,这什么玩意
这什么玩意,海参
海参,妈妈知道你最近辛苦
妈妈知道你最近辛苦,马上就要期中考试了
马上就要期中考试了,特意让人从外地带回来给你补补的
特意让人从外地带回来给你补补的,我跟你讲这可是好东西
我跟你讲这可是好东西,人家说了冬天 每天空腹吃一个一年都不会感冒
人家说了冬天 每天空腹吃一个一年都不会感冒,这谁大早上吃这个 我不吃
这谁大早上吃这个 我不吃,吃这个怎么了
吃这个怎么了,这营养价值可高了
这营养价值可高了,尤其生吃
尤其生吃,我跟你讲英子咱现在可高三了
我跟你讲英子咱现在可高三了,再也不能生病了
再也不能生病了,妈妈都想好了
妈妈都想好了,这一年什么都不干
这一年什么都不干,就围着你转
就围着你转,你给我争点气不能生病
你给我争点气不能生病,来 吃了它
来 吃了它,我这不是没病吗
我这不是没病吗,我这好好的
我这好好的,你昨天不是还不舒服来着
你昨天不是还不舒服来着,那是昨天 我现在好了
那是昨天 我现在好了,预防不是更重要
预防不是更重要,我跟你讲海参不仅营养价值高
我跟你讲海参不仅营养价值高,而且还提高记忆力
而且还提高记忆力,你想想你吃1个海参多记20个英语单词
你想想你吃1个海参多记20个英语单词,是不是很值得
是不是很值得,我到时候
我到时候,再吐在教室里
再吐在教室里,今天周末去学校干什么
今天周末去学校干什么,妈妈专门给你准备了两套物理卷子
妈妈专门给你准备了两套物理卷子,你现在在做一些基础的没用了 知道吗
你现在在做一些基础的没用了 知道吗,得给你来点进阶的
得给你来点进阶的,做啥卷子
做啥卷子,今天学校早上有高分作文讲座
今天学校早上有高分作文讲座,我必须得去
我必须得去,老师要求的
老师要求的,先去 回来再做卷子
先去 回来再做卷子,我先走了
我先走了,回来 还没吃 你把饭
回来 还没吃 你把饭,给我吃了
给我吃了,我真的吃不下去太恶心
我真的吃不下去太恶心,还生的
还生的,生的营养才好
生的营养才好,又没让你自己吃
又没让你自己吃,妈妈这不也陪你吗
妈妈这不也陪你吗,你陪我我也吃不下去
你陪我我也吃不下去,我跟你说英子
我跟你说英子,这个时候你可别掉链子
这个时候你可别掉链子,咱们都得备战到底
咱们都得备战到底,听见没有
听见没有,快吃
快吃,我知道了
我知道了,等着
等着,对了
对了,今天早上方一凡问我了
今天早上方一凡问我了,说爸爸怎么喝这么多酒
说爸爸怎么喝这么多酒,出什么事了
出什么事了,你说要不然咱们俩就别瞒着孩子了
你说要不然咱们俩就别瞒着孩子了,就跟他们说实话
就跟他们说实话,不是 千万别
不是 千万别,千万别跟他们说
千万别跟他们说,千万别说
千万别说,你说我都这岁数了
你说我都这岁数了,45了
45了,男子汉大丈夫
男子汉大丈夫,你说我跟孩子说我没工作了
你说我跟孩子说我没工作了,怎么说
怎么说,现在也算是俩儿子的爹
现在也算是俩儿子的爹,这不让我突然在他们心目中人设都崩塌了
这不让我突然在他们心目中人设都崩塌了,不成千万别说
不成千万别说,这跟你有什么关系
这跟你有什么关系,是你们公司不厚道
是你们公司不厚道,是你们公司做错了事
是你们公司做错了事,跟你没关系好不好
跟你没关系好不好,是 跟我没毛关系
是 跟我没毛关系,但是你千万别跟他们说 说了之后
但是你千万别跟他们说 说了之后,真的我不知道怎么面对孩子
真的我不知道怎么面对孩子,千万别说
千万别说,你打算瞒他们瞒多久
你打算瞒他们瞒多久,能瞒一天是一天
能瞒一天是一天,瞒一天是一天
瞒一天是一天,你想的美 你告诉我怎么瞒
你想的美 你告诉我怎么瞒,什么
什么,假装上班
假装上班,老方子 对不对
老方子 对不对,每天出去溜达去
每天出去溜达去,有什么不能瞒的
有什么不能瞒的,这么冷的天
这么冷的天,你告诉我你上哪溜达去
你告诉我你上哪溜达去,马路上溜达去
马路上溜达去,我又不傻
我又不傻,我上马路上溜达什么 外边有的是地能溜达
我上马路上溜达什么 外边有的是地能溜达,我上快餐店买一杯饮料
我上快餐店买一杯饮料,我能坐一天
我能坐一天,实在不行我就上宜家去
实在不行我就上宜家去,宜家里边不是暖和
宜家里边不是暖和,而且还有床可以躺着在上面睡觉
而且还有床可以躺着在上面睡觉,旁边还有人跟你陪躺多好
旁边还有人跟你陪躺多好,我们能不要这么没有素质吗
你妈没发现吗,没有
没有,我不说 您不说 谁能发现
我不说 您不说 谁能发现,放心吧
你注意点,爸您这儿有茶吗
大早上的喝什么茶,大早上的我妈就逼我吃海参
大早上的我妈就逼我吃海参,我现在都快吐了
是葱烧还是小米炖,黑漆麻乌的 生吞
哪得蘸点料,你别提了
你别提了,这不蘸还好
这不蘸还好,他让我蘸芥末 辣的我眼泪都出来了
对身体好,他还给我带了燕窝
他还给我带了燕窝,我给你看
我给你看,这跟鼻涕似的
这跟鼻涕似的,我怎么吃
我怎么吃,我真的是我要疯了
我真的是我要疯了,您留着吃吧
慢点喝热着,跟我们老师请假了吗
这讲座你不去行吗,行
行,这些范文我都背过了
这些范文我都背过了,再说了 这大周末的我可不想去上学
爸爸送你去行不行,爸
爸,你怎么变得跟我妈似的
你怎么变得跟我妈似的,这到底是不是我避难所
这到底是不是我避难所,你到底是不是跟我一头的
我现在感觉咱俩共同犯错误,您就帮我请这一回假
您就帮我请这一回假,不然李老师该怀疑了
知道吗,我就第一节课不上
我就第一节课不上,耽误不了事
知道吗,好
好,我听您的 这以后我都不请假了
我听您的 这以后我都不请假了,爸
爸,你就给我请假
你就给我请假,不然李老师又该怀疑了
我给你请 都冷了,您别
您别,说漏嘴了
Yeah,小潘老师挺悠闲的
这不没我事了吗,你可是语文老师这讲座跟你这业务是直接挂钩的
你可是语文老师这讲座跟你这业务是直接挂钩的,你难道不应该好好听听吗
绝对能融会贯通,行  那还差不多
行  那还差不多,反正你要时刻记得你是高三的老师
反正你要时刻记得你是高三的老师,业精于勤荒于嬉
业精于勤荒于嬉,你不要成天老是嬉皮笑脸
你不要成天老是嬉皮笑脸,好不好
我怎么可能偷懒,不错
不错,你继续保持
你继续保持,潘老师
潘老师,你能不能帮我一忙
你说 赴汤蹈火在所不辞 , 没那么严重
 没那么严重,我们班讲座你帮我过去稍微盯着一点
我们班讲座你帮我过去稍微盯着一点,我出去办点事
你去我做事你放心,谢谢潘老师
我们一块玩去,没空
看电影的时间总有吧,真没有
你干嘛去,我干嘛去要跟你汇报吗
不用我就是问问,行
行,潘老师
潘老师,我作为高三年级组的组长
我作为高三年级组的组长,兼冲刺班班主任向潘老师汇报
我不敢当不敢当,我要去做个家访
怎么今年就变本加厉了,什么叫变本加厉
什么叫变本加厉,乔英子这不是生病没来吗
乔英子这不是生病没来吗,我去给他送这个讲义去
周一送不就完了,这不是马上考试了吗
这不是马上考试了吗,还得让他多复习
还得让他多复习,这孩子到底病的怎么样
这孩子到底病的怎么样,严不严重我得知道
你对乔英子是真好,我对每个学生都挺好
高考就直接选择师范了,行
行,我现在还有点时间我跟你讲讲
我现在还有点时间我跟你讲讲,我爸妈就是老师
我爸妈就是老师,我从小耳濡目染
我从小耳濡目染,而且我觉得当老师挺神圣的
而且我觉得当老师挺神圣的,教书育人
教书育人,春风化雨有成就感
春风化雨有成就感,而且我高考只填了一个志愿就是师范
你年年带高三 不烦,不烦
不烦,这有什么烦的
这有什么烦的,现在高考可不是千军万马过独木桥的年代了
现在高考可不是千军万马过独木桥的年代了,那是条条大路通罗马
那是条条大路通罗马,真正难的是什么
真正难的是什么,难的就是让孩子怎么才能少走这个弯路
难的就是让孩子怎么才能少走这个弯路,但我们作为老师的来说
但我们作为老师的来说,就是要在这一道关卡帮助孩子找到自己准确的位置
就是要在这一道关卡帮助孩子找到自己准确的位置,只有在成绩上和心理上都过了这一关
只有在成绩上和心理上都过了这一关,他们的人生才能够真正开启各自的精彩
他们的人生才能够真正开启各自的精彩,所以高三这一年对一个人来说是最不平凡的一年
所以高三这一年对一个人来说是最不平凡的一年,你不觉得这样很有意义吗
你不觉得这样很有意义吗,你不觉得这累点也值得吗
这就是我为什么一直追求你的原因,潘老师
潘老师,你别说什么都能绕到咱俩这事上行吗
你别说什么都能绕到咱俩这事上行吗,行了不说了
行了不说了,我得赶紧
我得赶紧,我走了
我走了,谢谢你潘老师
谢谢你潘老师,不客气
注意安全,这是我给英子带的水果
这是我给英子带的水果,你怎么给他带水果
你怎么给他带水果,应该我们去看您是才对
应该我们去看您是才对,应得该 这不是生病了
应得该 这不是生病了,对不对
对不对,算什么生病 基本上小不舒服
算什么生病 基本上小不舒服,不用
不用,不那么麻烦了
不那么麻烦了,来坐坐
来坐坐,好好
好好,来请坐
来请坐,好勒
好勒,让您跑一趟
让您跑一趟,不好意思
不好意思,您别忙
您别忙,您喝水
您喝水,英子没回来
英子没回来,回来
回来,从哪回来
从哪回来,医院
医院,对
对,他爸今儿早上给我打电话说带英子去医院看病去了
他爸今儿早上给我打电话说带英子去医院看病去了,是吗
是吗,对
对,而且这英子最近老是第一节课不来上
而且这英子最近老是第一节课不来上,也都是他爸请的假
也都是他爸请的假,对
对,都是他爸请的假
都是他爸请的假,您不知道这事儿
您不知道这事儿,我了解了
我了解了,宋老师
宋老师,您是不是最近太忙了
您是不是最近太忙了,是有点忙
是有点忙,再忙也不能疏忽
再忙也不能疏忽,这孩子的身体 是不是 马上期中考试了
这孩子的身体 是不是 马上期中考试了,尤其是紧要关头
尤其是紧要关头,对不对
对不对,这样 你看 我今天的来主要就是给英子送这作文讲座的讲义
这样 你看 我今天的来主要就是给英子送这作文讲座的讲义,你看 我都给他带来了
你看 我都给他带来了,然后回头我把录音再发给他
然后回头我把录音再发给他,让他好好听
让他好好听,今天讲座他根本没去是吧
今天讲座他根本没去是吧,对没来
对没来,他爸爸给我打电话说带英子去医院了
他爸爸给我打电话说带英子去医院了,我还以为他回来了
我还以为他回来了,宋老师咱们都是当老师的
宋老师咱们都是当老师的,高考好比是打仗
高考好比是打仗,春风中学就是战场
春风中学就是战场,英子就是战场里的排头兵
英子就是战场里的排头兵,我们这些老师可是对他寄予厚望的
我们这些老师可是对他寄予厚望的,谢谢老师们的关心
谢谢老师们的关心,他要真有什么问题
他要真有什么问题,肯定也是我当妈的疏忽了
肯定也是我当妈的疏忽了,抱歉
抱歉,宋老师你说现在考一个大学确实不是什么难事儿
宋老师你说现在考一个大学确实不是什么难事儿,难的就是考上一个称心的大学
难的就是考上一个称心的大学,好的大学
好的大学,然后再找一个适合他自己的专业不容易
然后再找一个适合他自己的专业不容易,这个时候绝对不能让英子掉链子
这个时候绝对不能让英子掉链子,谢谢
谢谢,都是我不好
都是我不好,真是麻烦您 让您跑一趟
真是麻烦您 让您跑一趟,应该的
应该的,这英子功课上绝对没问题
这英子功课上绝对没问题,也是一个用功的孩子
也是一个用功的孩子,对吧
对吧,这以后要是有什么事
这以后要是有什么事,不管是学习上的也好
不管是学习上的也好,生活上的也好
生活上的也好,都可以找我及时沟通
都可以找我及时沟通,已经给你添麻烦了
已经给你添麻烦了,没事 您客气了
没事 您客气了,没事
没事,那不送了
那不送了,好了 有什么事 给我打电话
好了 有什么事 给我打电话,好好再见
好好再见,好
